Respondent,DatabaseWorkedWith
99289,MySQL
99290,MySQL
99290,PostgreSQL
99290,SQLite
99290,MariaDB
99292,MySQL
99292,PostgreSQL
99292,Google Cloud Storage
99293,MongoDB
99293,Redis
99293,MySQL
99293,PostgreSQL
99293,MariaDB
99294,SQL Server
99294,MySQL
99294,SQLite
99295,MongoDB
99295,SQL Server
99297,MySQL
99297,PostgreSQL
99297,SQLite
99298,Redis
99298,MySQL
99298,Memcached
99301,MariaDB
99303,MySQL
99307,MySQL
99307,PostgreSQL
99307,MariaDB
99311,Cassandra
99311,MongoDB
99311,PostgreSQL
99311,MariaDB
99311,Elasticsearch
99312,PostgreSQL
99312,Elasticsearch
99313,Cassandra
99313,Redis
99313,MySQL
99313,PostgreSQL
99313,SQLite
99313,Amazon Redshift
99313,Google BigQuery
99313,Google Cloud Storage
99313,Elasticsearch
99316,MongoDB
99316,SQL Server
99316,MySQL
99316,PostgreSQL
99317,MongoDB
99317,Redis
99317,MySQL
99317,PostgreSQL
99317,SQLite
99317,MariaDB
99317,Amazon DynamoDB
99317,Amazon Redshift
99317,Amazon RDS/Aurora
99318,MongoDB
99318,SQL Server
99318,MySQL
99318,PostgreSQL
99318,MariaDB
99319,Cassandra
99319,PostgreSQL
99319,Amazon DynamoDB
99320,Redis
99320,PostgreSQL
99320,Oracle
99322,MongoDB
99322,Redis
99322,SQL Server
99322,MySQL
99322,PostgreSQL
99322,Amazon RDS/Aurora
99324,SQL Server
99324,MySQL
99324,MariaDB
99324,IBM Db2
99325,MongoDB
99325,SQL Server
99325,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99325,Elasticsearch
99326,PostgreSQL
99326,Elasticsearch
99327,MySQL
99328,MongoDB
99328,MySQL
99329,SQLite
99330,SQL Server
99330,MySQL
99333,Cassandra
99333,MongoDB
99333,SQL Server
99333,MySQL
99333,PostgreSQL
99333,SQLite
99334,SQL Server
99334,MySQL
99334,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99334,Elasticsearch
99335,Cassandra
99335,MongoDB
99335,Redis
99335,SQL Server
99335,MySQL
99335,PostgreSQL
99335,Elasticsearch
99336,SQLite
99338,SQL Server
99339,MongoDB
99339,Redis
99339,PostgreSQL
99339,Amazon DynamoDB
99341,Amazon DynamoDB
99341,Elasticsearch
99346,SQL Server
99347,MongoDB
99347,Redis
99347,MySQL
99347,PostgreSQL
99347,Memcached
99347,Amazon RDS/Aurora
99347,Google BigQuery
99347,Elasticsearch
99348,Redis
99348,SQL Server
99348,MySQL
99348,SQLite
99348,Amazon DynamoDB
99348,Amazon RDS/Aurora
99349,MongoDB
99349,SQLite
99349,Elasticsearch
99350,SQL Server
99350,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99351,SQL Server
99351,Oracle
99351,Memcached
99352,SQL Server
99352,MySQL
99352,PostgreSQL
99354,SQL Server
99358,SQL Server
99359,MySQL
99360,SQL Server
99360,MySQL
99360,Apache HBase
99360,Google Cloud Storage
99363,SQL Server
99363,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99364,SQL Server
99364,SQLite
99368,Cassandra
99368,PostgreSQL
99368,SQLite
99371,MongoDB
99371,SQL Server
99371,MySQL
99371,MariaDB
99371,Elasticsearch
99372,SQL Server
99372,MySQL
99372,IBM Db2
99375,Redis
99375,SQL Server
99379,MySQL
99381,SQL Server
99382,Cassandra
99382,MongoDB
99382,Redis
99382,SQL Server
99382,MySQL
99382,SQLite
99382,MariaDB
99382,Memcached
99382,Elasticsearch
99383,Oracle
99384,SQL Server
99385,PostgreSQL
99385,SQLite
99386,SQL Server
99386,MySQL
99386,IBM Db2
99386,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99387,MongoDB
99387,MySQL
99387,PostgreSQL
99388,MySQL
99388,Oracle
99390,MySQL
99391,MongoDB
99391,Redis
99391,MySQL
99391,PostgreSQL
99394,MongoDB
99394,SQL Server
99394,MySQL
99395,SQL Server
99397,PostgreSQL
99397,Amazon DynamoDB
99397,Apache Hive
99397,Amazon Redshift
99400,SQL Server
99400,MySQL
99400,PostgreSQL
99400,MariaDB
99400,Amazon DynamoDB
99401,SQLite
99402,SQL Server
99402,MySQL
99404,Redis
99404,SQL Server
99404,Amazon RDS/Aurora
99407,SQL Server
99407,MySQL
99408,SQL Server
99408,MySQL
99412,SQL Server
99413,SQL Server
99413,IBM Db2
99415,MongoDB
99415,SQL Server
99415,MySQL
99415,PostgreSQL
99415,SQLite
99415,MariaDB
99417,SQL Server
99418,MongoDB
99418,Redis
99418,MySQL
99418,Elasticsearch
99419,PostgreSQL
99419,IBM Db2
99422,MongoDB
99422,MySQL
99423,SQL Server
99423,MySQL
99425,MongoDB
99425,SQL Server
99425,MySQL
99425,Amazon DynamoDB
99425,Amazon RDS/Aurora
99425,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99425,Google Cloud Storage
99426,SQL Server
99427,SQL Server
99427,MySQL
99427,Oracle
99429,SQL Server
99429,MySQL
99430,MySQL
99431,SQL Server
99431,MySQL
99431,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99433,Redis
99433,SQL Server
99433,Elasticsearch
99435,SQL Server
99435,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99435,Elasticsearch
99436,MySQL
99437,MongoDB
99437,Redis
99437,MySQL
99437,PostgreSQL
99437,Memcached
99439,SQL Server
99439,MySQL
99442,MySQL
99442,MariaDB
99442,Elasticsearch
99444,MySQL
99444,PostgreSQL
99445,SQL Server
99445,MySQL
99445,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99446,MongoDB
99446,Redis
99446,MySQL
99446,PostgreSQL
99446,SQLite
99448,SQL Server
99448,MySQL
99449,MySQL
99450,MongoDB
99450,MySQL
99451,SQL Server
99451,MySQL
99452,MongoDB
99452,PostgreSQL
99456,MongoDB
99456,MySQL
99456,SQLite
99456,Google Cloud Storage
99459,MongoDB
99459,Redis
99459,MySQL
99459,Google BigQuery
99459,Google Cloud Storage
99463,SQL Server
99463,MySQL
99463,SQLite
99463,Oracle
99463,Google Cloud Storage
99467,SQL Server
99468,SQL Server
99468,IBM Db2
99469,SQL Server
99469,MySQL
99469,Oracle
99470,MariaDB
99471,MongoDB
99471,Redis
99471,SQL Server
99471,MySQL
99471,SQLite
99472,MongoDB
99473,Redis
99473,SQL Server
99473,Oracle
99473,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99474,SQL Server
99474,SQLite
99475,Oracle
99476,SQL Server
99476,MySQL
99476,PostgreSQL
99476,IBM Db2
99478,SQL Server
99478,PostgreSQL
99479,Redis
99479,SQL Server
99479,MySQL
99479,PostgreSQL
99479,Oracle
99479,IBM Db2
99479,Elasticsearch
99480,MySQL
99480,MariaDB
99482,PostgreSQL
99486,SQL Server
99489,SQL Server
99490,MongoDB
99490,PostgreSQL
99490,SQLite
99490,MariaDB
99491,Cassandra
99491,MySQL
99491,PostgreSQL
99491,Amazon DynamoDB
99491,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99491,Google Cloud Storage
99493,Cassandra
99493,MySQL
99493,PostgreSQL
99493,Oracle
99493,Neo4j
99495,MySQL
99495,MariaDB
99496,MongoDB
99497,SQL Server
99498,PostgreSQL
99499,IBM Db2
99504,MySQL
99505,SQL Server
99505,MySQL
99505,PostgreSQL
99505,SQLite
99505,Google Cloud Storage
99507,MongoDB
99507,SQL Server
99507,MySQL
99507,Oracle
99508,PostgreSQL
99508,SQLite
99509,SQL Server
99509,PostgreSQL
99510,MySQL
99510,PostgreSQL
99510,IBM Db2
99510,Amazon RDS/Aurora
99511,Redis
99511,PostgreSQL
99511,Amazon Redshift
99512,SQL Server
99512,MySQL
99513,SQL Server
99516,SQL Server
99516,MySQL
99517,MySQL
99517,SQLite
99523,MySQL
99523,SQLite
99523,Oracle
99525,MariaDB
99526,SQL Server
99526,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99528,MongoDB
99528,PostgreSQL
99528,Amazon RDS/Aurora
99528,Google BigQuery
99529,SQL Server
99529,SQLite
99534,SQL Server
99534,MySQL
99534,MariaDB
99535,Redis
99536,SQL Server
99536,MySQL
99536,PostgreSQL
99536,Oracle
99537,MySQL
99537,SQLite
99541,SQL Server
99541,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99541,Elasticsearch
99543,MySQL
99544,SQL Server
99544,MySQL
99544,SQLite
99544,Oracle
99544,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99545,MySQL
99545,SQLite
99547,MySQL
99547,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99547,Google Cloud Storage
99549,SQL Server
99551,MongoDB
99551,Google Cloud Storage
99553,MySQL
99553,Oracle
99556,Oracle
99556,Elasticsearch
99559,Cassandra
99559,MySQL
99559,PostgreSQL
99559,Amazon Redshift
99559,Google BigQuery
99559,Elasticsearch
99561,MongoDB
99561,MySQL
99561,PostgreSQL
99563,MongoDB
99563,Elasticsearch
99564,MySQL
99564,PostgreSQL
99564,Elasticsearch
99569,SQL Server
99572,SQL Server
99572,MySQL
99572,PostgreSQL
99572,SQLite
99572,MariaDB
99572,Amazon RDS/Aurora
99575,PostgreSQL
99575,SQLite
99579,SQL Server
99579,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99580,MongoDB
99580,SQL Server
99580,MySQL
99580,PostgreSQL
99580,SQLite
99582,MySQL
99582,MariaDB
99585,SQLite
99586,MongoDB
99586,MySQL
99586,PostgreSQL
99587,SQL Server
99587,SQLite
99587,Oracle
99590,MongoDB
99590,Redis
99590,MySQL
99590,Apache Hive
99592,MySQL
99592,SQLite
99596,PostgreSQL
99596,Amazon Redshift
99596,Google BigQuery
99597,MySQL
99597,Google Cloud Storage
99597,Elasticsearch
99598,MySQL
99604,Cassandra
99604,SQL Server
99604,MySQL
99604,PostgreSQL
99604,Oracle
99604,Apache HBase
99604,Elasticsearch
99606,Redis
99606,MySQL
99606,Elasticsearch
99607,SQL Server
99608,MongoDB
99608,MySQL
99608,SQLite
99608,Amazon RDS/Aurora
99609,MongoDB
99609,Redis
99609,MySQL
99609,PostgreSQL
99609,Amazon DynamoDB
99609,Amazon RDS/Aurora
99609,Elasticsearch
99610,SQL Server
99611,MongoDB
99611,PostgreSQL
99611,Oracle
99611,Apache HBase
99611,Apache Hive
99612,SQL Server
99612,MySQL
99612,PostgreSQL
99612,Amazon RDS/Aurora
99614,MySQL
99614,MariaDB
99614,Memcached
99615,MariaDB
99616,PostgreSQL
99616,Oracle
99618,MySQL
99619,MySQL
99619,SQLite
99623,MySQL
99623,MariaDB
99624,SQL Server
99624,Google BigQuery
99624,Google Cloud Storage
99624,Elasticsearch
99625,MySQL
99625,PostgreSQL
99628,SQL Server
99628,MySQL
99628,PostgreSQL
99632,PostgreSQL
99632,Google BigQuery
99634,SQL Server
99634,MySQL
99634,PostgreSQL
99634,Elasticsearch
99635,SQL Server
99635,MySQL
99635,SQLite
99635,MariaDB
99635,IBM Db2
99635,Google Cloud Storage
99637,PostgreSQL
99637,SQLite
99637,Oracle
99637,Elasticsearch
99640,SQL Server
99640,MySQL
99640,PostgreSQL
99641,Redis
99641,SQL Server
99641,MySQL
99641,PostgreSQL
99641,SQLite
99641,Memcached
99645,SQL Server
99645,PostgreSQL
99645,Oracle
99646,MongoDB
99646,SQL Server
99646,MySQL
99646,MariaDB
99648,SQL Server
99651,SQL Server
99652,SQL Server
99653,MySQL
99656,SQLite
99656,Google Cloud Storage
99657,MySQL
99657,PostgreSQL
99657,MariaDB
99660,SQL Server
99660,PostgreSQL
99660,Amazon DynamoDB
99661,SQL Server
99661,MySQL
99661,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99662,Redis
99662,SQL Server
99662,MySQL
99662,PostgreSQL
99662,SQLite
99662,MariaDB
99662,Amazon DynamoDB
99662,Memcached
99663,SQL Server
99663,MySQL
99664,MongoDB
99664,SQL Server
99665,Oracle
99668,PostgreSQL
99668,Amazon DynamoDB
99668,Amazon Redshift
99669,Redis
99669,MySQL
99671,SQL Server
99672,MongoDB
99672,Redis
99672,MySQL
99672,Elasticsearch
99673,PostgreSQL
99674,SQL Server
99675,PostgreSQL
99675,Amazon RDS/Aurora
99681,MongoDB
99681,MySQL
99681,PostgreSQL
99681,IBM Db2
99682,MySQL
99682,PostgreSQL
99682,MariaDB
99682,Memcached
99684,SQL Server
99685,SQL Server
99686,MySQL
99686,Neo4j
99686,Elasticsearch
99688,Redis
99688,SQL Server
99688,MySQL
99688,SQLite
99688,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99689,SQL Server
99689,MySQL
99689,IBM Db2
99691,Redis
99691,SQL Server
99691,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99691,Elasticsearch
99693,SQL Server
99693,MySQL
99695,Cassandra
99695,Redis
99695,MySQL
99695,PostgreSQL
99695,MariaDB
99696,MongoDB
99696,SQL Server
99696,MySQL
99696,SQLite
99696,Oracle
99699,MongoDB
99699,MySQL
99699,PostgreSQL
99699,Amazon DynamoDB
99699,Memcached
99699,Amazon Redshift
99699,Google BigQuery
99699,Google Cloud Storage
99700,SQL Server
99700,MySQL
99701,SQL Server
99701,MySQL
99701,Memcached
99704,SQL Server
99706,SQL Server
99706,SQLite
99710,SQL Server
99711,MySQL
99712,MySQL
99712,PostgreSQL
99712,SQLite
99712,Oracle
99712,Apache HBase
99712,Apache Hive
99712,Amazon Redshift
99713,MongoDB
99713,Redis
99713,Google Cloud Storage
99714,MySQL
99717,MySQL
99717,SQLite
99721,SQL Server
99721,Oracle
99721,Amazon DynamoDB
99721,Amazon RDS/Aurora
99723,PostgreSQL
99724,SQL Server
99724,MySQL
99724,SQLite
99725,MongoDB
99725,Redis
99725,SQL Server
99726,SQL Server
99730,MongoDB
99730,SQL Server
99730,MySQL
99730,PostgreSQL
99730,MariaDB
99730,Amazon DynamoDB
99732,SQL Server
99735,MongoDB
99735,SQL Server
99735,MySQL
99735,PostgreSQL
99736,MySQL
99737,MongoDB
99737,MySQL
99737,PostgreSQL
99737,Oracle
99738,SQL Server
99738,MySQL
99738,SQLite
99738,MariaDB
99743,Redis
99743,PostgreSQL
99743,MariaDB
99744,MongoDB
99744,SQL Server
99744,MySQL
99747,PostgreSQL
99748,MySQL
99748,Elasticsearch
99749,PostgreSQL
99749,Apache HBase
99749,Memcached
99749,Elasticsearch
99754,SQL Server
99754,MySQL
99754,PostgreSQL
99756,Redis
99756,SQL Server
99757,SQL Server
99757,MySQL
99758,Amazon DynamoDB
99758,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99758,Google Cloud Storage
99760,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99760,Neo4j
99761,SQL Server
99761,Memcached
99761,Amazon RDS/Aurora
99762,SQL Server
99762,MySQL
99762,Amazon DynamoDB
99762,Amazon RDS/Aurora
99762,Elasticsearch
99765,SQL Server
99765,Amazon Redshift
99766,MongoDB
99766,Redis
99766,SQL Server
99766,MySQL
99767,MySQL
99767,PostgreSQL
99767,Neo4j
99767,Elasticsearch
99769,Redis
99769,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99769,Elasticsearch
99771,PostgreSQL
99771,Oracle
99771,Apache Hive
99772,IBM Db2
99773,Cassandra
99773,MongoDB
99773,Redis
99773,SQL Server
99773,MySQL
99773,PostgreSQL
99773,SQLite
99773,MariaDB
99773,Memcached
99773,Google BigQuery
99773,Google Cloud Storage
99773,Neo4j
99773,Elasticsearch
99774,MySQL
99774,PostgreSQL
99774,MariaDB
99775,MySQL
99775,Elasticsearch
99776,SQL Server
99776,MySQL
99776,SQLite
99777,SQL Server
99777,Oracle
99781,MongoDB
99781,Redis
99781,MySQL
99781,MariaDB
99781,Elasticsearch
99782,SQL Server
99782,MySQL
99782,PostgreSQL
99784,MySQL
99784,PostgreSQL
99787,MySQL
99788,SQL Server
99790,MongoDB
99790,Redis
99790,MySQL
99792,MongoDB
99793,MySQL
99796,Redis
99796,MySQL
99796,Oracle
99798,SQL Server
99798,SQLite
99799,SQL Server
99799,MySQL
99804,MongoDB
99804,SQL Server
99804,MySQL
99804,SQLite
99804,Memcached
99805,SQL Server
99807,MySQL
99818,MongoDB
99819,SQL Server
99820,Cassandra
99820,MySQL
99820,SQLite
99820,Elasticsearch
99821,MySQL
99821,PostgreSQL
99821,MariaDB
99821,IBM Db2
99823,SQL Server
99823,MySQL
99823,PostgreSQL
99825,MongoDB
99826,MongoDB
99827,PostgreSQL
99827,Neo4j
99830,SQL Server
99831,MySQL
99831,PostgreSQL
99831,Elasticsearch
99834,MongoDB
99834,MySQL
99834,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99834,Google Cloud Storage
99835,SQL Server
99837,MongoDB
99837,MariaDB
99837,Elasticsearch
99839,SQLite
99843,MongoDB
99843,Redis
99843,MySQL
99843,SQLite
99844,SQLite
99845,SQLite
99846,SQL Server
99846,MySQL
99847,MySQL
99847,SQLite
99848,MongoDB
99848,MySQL
99848,MariaDB
99849,SQL Server
99854,MongoDB
99854,MySQL
99854,MariaDB
99854,Neo4j
99854,Elasticsearch
99855,SQL Server
99855,MySQL
99855,PostgreSQL
99855,SQLite
99855,Oracle
99860,SQL Server
99860,MySQL
99860,PostgreSQL
99864,MongoDB
99864,SQL Server
99867,SQL Server
99867,MySQL
99873,SQL Server
99873,MySQL
99873,PostgreSQL
99873,MariaDB
99876,MySQL
99877,MongoDB
99877,SQL Server
99877,MySQL
99878,Redis
99879,MySQL
99879,PostgreSQL
99886,SQL Server
99887,PostgreSQL
99888,SQLite
99891,PostgreSQL
99892,Amazon DynamoDB
99893,SQL Server
99893,SQLite
99893,IBM Db2
99894,Redis
99894,PostgreSQL
99895,MySQL
99896,SQL Server
99896,MySQL
99896,PostgreSQL
99896,MariaDB
99896,Amazon DynamoDB
99897,PostgreSQL
99897,Neo4j
99899,SQL Server
99899,MySQL
99901,SQL Server
99901,MySQL
99901,SQLite
99901,Oracle
99901,Apache HBase
99904,Redis
99904,SQL Server
99904,MySQL
99904,PostgreSQL
99905,MySQL
99906,MySQL
99906,MariaDB
99908,MongoDB
99908,SQL Server
99908,MySQL
99911,MongoDB
99912,SQL Server
99912,MySQL
99912,Oracle
99914,MySQL
99915,MongoDB
99915,Redis
99915,MySQL
99915,MariaDB
99916,SQL Server
99917,MongoDB
99923,MongoDB
99923,MySQL
99923,Oracle
99923,Google BigQuery
99923,Google Cloud Storage
99926,MySQL
99927,PostgreSQL
99930,Redis
99930,MySQL
99930,PostgreSQL
99930,SQLite
99930,MariaDB
99930,Memcached
99932,MySQL
99932,MariaDB
99935,SQL Server
99936,MongoDB
99936,Redis
99936,SQL Server
99936,MySQL
99936,PostgreSQL
99936,SQLite
99938,MySQL
99938,SQLite
99938,Elasticsearch
99942,MySQL
99942,MariaDB
99943,SQLite
99945,SQL Server
99945,MySQL
99946,MySQL
99946,SQLite
99948,SQL Server
99948,MySQL
99948,PostgreSQL
99948,SQLite
99948,Oracle
99948,Elasticsearch
99949,Amazon DynamoDB
99950,SQL Server
99951,MariaDB
99955,SQL Server
99955,MySQL
99955,PostgreSQL
99955,SQLite
99956,Redis
99956,PostgreSQL
99957,MongoDB
99957,Redis
99957,MySQL
99957,Amazon DynamoDB
99959,Redis
99959,MySQL
99959,Amazon RDS/Aurora
99959,Elasticsearch
99960,MongoDB
99960,SQL Server
99960,Oracle
99960,Apache HBase
99960,Apache Hive
99961,Cassandra
99961,MongoDB
99961,Redis
99961,PostgreSQL
99961,Elasticsearch
99963,MongoDB
99963,SQL Server
99963,MySQL
99963,PostgreSQL
99963,Oracle
99965,Redis
99965,MySQL
99965,PostgreSQL
99968,MongoDB
99968,MySQL
99968,PostgreSQL
99973,Cassandra
99973,Redis
99973,SQL Server
99973,PostgreSQL
99973,Apache HBase
99973,Apache Hive
99973,Memcached
99978,SQL Server
99978,MySQL
99978,PostgreSQL
99980,Redis
99980,SQL Server
99980,MySQL
99980,PostgreSQL
99980,Amazon DynamoDB
99981,MySQL
99981,Oracle
99981,Google Cloud Storage
99983,MySQL
99983,Oracle
99983,Apache HBase
99983,Memcached
99988,SQL Server
99988,MySQL
99988,MariaDB
99989,PostgreSQL
99990,PostgreSQL
99990,Oracle
99991,SQL Server
99991,Amazon DynamoDB
99992,MongoDB
99992,SQL Server
99992,MySQL
99992,MariaDB
99992,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
99994,MySQL
99994,Oracle
99995,MariaDB
99999,MySQL
99999,SQLite
100003,Cassandra
100003,MongoDB
100003,MySQL
100003,PostgreSQL
100003,MariaDB
100003,Apache Hive
100004,SQL Server
100004,Oracle
100005,Cassandra
100005,MongoDB
100005,MySQL
100006,SQL Server
100006,SQLite
100007,MongoDB
100007,Elasticsearch
100013,MySQL
100013,PostgreSQL
100015,MongoDB
100015,SQL Server
100017,MongoDB
100017,Redis
100017,MySQL
100017,PostgreSQL
100017,MariaDB
100021,MySQL
100021,PostgreSQL
100021,MariaDB
100021,Amazon Redshift
100021,Amazon RDS/Aurora
100022,Redis
100022,MySQL
100022,Memcached
100022,Google Cloud Storage
100022,Elasticsearch
100024,Redis
100024,MySQL
100024,Amazon RDS/Aurora
100024,Elasticsearch
100026,MongoDB
100026,Redis
100026,PostgreSQL
100027,MongoDB
100027,Elasticsearch
100030,SQL Server
100030,MySQL
100031,MongoDB
100031,SQL Server
100034,SQL Server
100034,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100038,MySQL
100039,SQL Server
100039,SQLite
100042,MySQL
100043,SQL Server
100043,MySQL
100043,PostgreSQL
100046,Cassandra
100046,PostgreSQL
100048,Cassandra
100048,Redis
100048,MySQL
100048,Memcached
100049,Cassandra
100049,MongoDB
100049,SQL Server
100049,MySQL
100049,PostgreSQL
100049,SQLite
100049,Amazon RDS/Aurora
100050,MongoDB
100050,MySQL
100050,Google Cloud Storage
100051,MongoDB
100051,Redis
100051,PostgreSQL
100051,Elasticsearch
100052,MySQL
100052,Oracle
100054,MongoDB
100054,PostgreSQL
100056,MongoDB
100056,Redis
100056,PostgreSQL
100056,MariaDB
100057,MongoDB
100058,SQL Server
100059,MySQL
100060,PostgreSQL
100060,Oracle
100062,SQL Server
100065,Redis
100065,MySQL
100065,PostgreSQL
100067,SQL Server
100067,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100068,MySQL
100068,SQLite
100073,MySQL
100077,PostgreSQL
100077,Oracle
100078,SQLite
100079,MySQL
100079,PostgreSQL
100080,MySQL
100081,SQL Server
100081,MySQL
100081,MariaDB
100081,Memcached
100087,SQL Server
100087,MySQL
100088,Redis
100088,PostgreSQL
100088,Amazon DynamoDB
100088,Amazon RDS/Aurora
100088,Elasticsearch
100089,MongoDB
100089,MySQL
100089,MariaDB
100089,Neo4j
100090,SQL Server
100090,MySQL
100094,SQL Server
100094,MySQL
100094,SQLite
100096,MySQL
100097,Redis
100097,SQL Server
100097,MySQL
100097,PostgreSQL
100097,SQLite
100098,MySQL
100099,Redis
100099,MySQL
100099,PostgreSQL
100099,SQLite
100099,Amazon DynamoDB
100101,MongoDB
100101,Redis
100101,MySQL
100101,PostgreSQL
100101,Memcached
100101,Elasticsearch
100102,MySQL
100102,PostgreSQL
100102,SQLite
100103,Cassandra
100103,MongoDB
100103,SQL Server
100103,Amazon DynamoDB
100103,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100104,MongoDB
100104,Redis
100104,MySQL
100105,MySQL
100106,SQL Server
100106,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100110,MySQL
100110,PostgreSQL
100110,Oracle
100112,PostgreSQL
100112,SQLite
100113,MongoDB
100113,PostgreSQL
100114,MongoDB
100114,MySQL
100115,SQL Server
100116,SQL Server
100116,PostgreSQL
100116,Oracle
100119,PostgreSQL
100119,Oracle
100121,SQL Server
100121,MySQL
100121,PostgreSQL
100121,SQLite
100121,Elasticsearch
100122,MongoDB
100122,MySQL
100122,PostgreSQL
100124,PostgreSQL
100124,Amazon RDS/Aurora
100129,MongoDB
100129,PostgreSQL
100129,SQLite
100129,MariaDB
100129,Memcached
100129,Amazon RDS/Aurora
100129,Elasticsearch
100130,MySQL
100135,SQL Server
100135,MySQL
100135,PostgreSQL
100136,MongoDB
100136,Redis
100136,MySQL
100136,MariaDB
100136,Elasticsearch
100137,SQL Server
100137,MySQL
100138,PostgreSQL
100139,PostgreSQL
100140,PostgreSQL
100140,Oracle
100141,SQL Server
100141,MySQL
100142,Redis
100142,SQL Server
100142,MySQL
100142,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100143,MySQL
100143,Oracle
100143,Apache HBase
100145,MySQL
100147,SQL Server
100147,MySQL
100148,SQL Server
100149,SQL Server
100150,Redis
100150,SQL Server
100150,MySQL
100150,PostgreSQL
100150,MariaDB
100151,MongoDB
100151,SQL Server
100151,MySQL
100151,PostgreSQL
100151,IBM Db2
100151,Memcached
100153,SQL Server
100153,MySQL
100153,SQLite
100154,MongoDB
100154,MySQL
100155,SQL Server
100155,MySQL
100156,MySQL
100156,Amazon RDS/Aurora
100159,MySQL
100160,MongoDB
100160,Redis
100160,MySQL
100160,PostgreSQL
100160,Google Cloud Storage
100163,PostgreSQL
100163,Oracle
100163,IBM Db2
100164,MongoDB
100164,MySQL
100164,PostgreSQL
100167,PostgreSQL
100167,SQLite
100170,MongoDB
100170,Redis
100170,MySQL
100170,Elasticsearch
100172,SQL Server
100172,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100174,SQL Server
100174,MySQL
100178,SQL Server
100179,MongoDB
100179,SQL Server
100179,MySQL
100179,SQLite
100179,Oracle
100180,SQL Server
100180,MySQL
100180,Oracle
100180,MariaDB
100180,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100181,MongoDB
100181,SQLite
100183,MongoDB
100183,MySQL
100183,SQLite
100186,MongoDB
100186,MySQL
100186,PostgreSQL
100187,SQL Server
100187,Oracle
100190,SQL Server
100190,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100190,Google Cloud Storage
100194,MySQL
100195,MongoDB
100195,SQL Server
100195,PostgreSQL
100195,Elasticsearch
100196,MySQL
100197,SQL Server
100197,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100197,Google Cloud Storage
100198,MongoDB
100198,MySQL
100198,PostgreSQL
100198,SQLite
100202,SQL Server
100202,MySQL
100202,PostgreSQL
100202,MariaDB
100203,SQL Server
100203,MySQL
100203,PostgreSQL
100203,Oracle
100203,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100204,Cassandra
100204,Redis
100204,PostgreSQL
100204,Google BigQuery
100204,Google Cloud Storage
100204,Elasticsearch
100206,Redis
100206,SQL Server
100206,SQLite
100207,Redis
100207,SQL Server
100207,Elasticsearch
100208,SQL Server
100208,MySQL
100208,PostgreSQL
100208,SQLite
100209,MySQL
100210,MongoDB
100210,SQL Server
100210,MySQL
100210,PostgreSQL
100210,SQLite
100210,Oracle
100214,Cassandra
100214,Redis
100214,MySQL
100214,PostgreSQL
100214,SQLite
100214,Memcached
100216,SQL Server
100216,MySQL
100216,PostgreSQL
100217,SQL Server
100217,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
100218,SQLite
100219,Redis
100219,MySQL
100219,MariaDB
100220,PostgreSQL
100220,Amazon RDS/Aurora
100223,Redis
100223,PostgreSQL
100223,Memcached
100223,Elasticsearch
100225,MySQL
100225,SQLite
100227,MySQL
100231,MongoDB
100231,MySQL
100231,Oracle
100234,SQL Server
100234,MySQL
100234,SQLite
100236,MongoDB
100236,Redis
100237,SQL Server
100238,MongoDB
100238,Redis
100238,MySQL
100238,Amazon DynamoDB
100238,Amazon RDS/Aurora
100238,Neo4j
100241,MongoDB
100242,MongoDB
